nom,image,ville,date,nature d'annonce,prix
 Iveco 420 -2006 ,https://www.avito.ma/thumbs/21/2193325224.jpg,Meknès,26 Fév,Annonce de professionnel,260 000
 Jcb 3cx en bon etat -2002 ,https://www.avito.ma/thumbs/99/9987338868.jpg,Agadir,7 Fév,Annonce de professionnel,260 000
 GOLF 7 -2015 ,https://www.avito.ma/thumbs/99/9916236284.jpg,Tétouan,7 Fév,Annonce de professionnel,260 000
 Peugeot 3008 -2018 ,https://www.avito.ma/thumbs/99/9957060793.jpg,Marrakech,7 Fév,Annonce de professionnel,260 000
 Hyandai santa fe -2016 ,https://www.avito.ma/thumbs/76/7687566151.jpg,Casablanca,15 Jan,Annonce de professionnel,260 000
 C220 mercedes -2012 ,https://www.avito.ma/thumbs/75/7508863139.jpg,Oujda,14 Jan,Annonce de professionnel,260 000
 BMW Serie 5 Diesel -2012 ,https://www.avito.ma/thumbs/57/5748003869.jpg,Bouskoura,27 Déc,Annonce de professionnel,260 000
 Camion dépannage Mitsubishi fk ,https://www.avito.ma/thumbs/56/5612604165.jpg,Agadir,26 Déc,Annonce de professionnel,260 000
 jcb duan jded ,https://www.avito.ma/thumbs/56/5660811558.jpg,Fquih Ben Saleh,26 Déc,Annonce de professionnel,260 000
 شاحنة رونو كراكس ,https://www.avito.ma/thumbs/55/5546981063.jpg,Casablanca,25 Déc,Annonce de professionnel,260 000
 Audi Q5 2.0L Quattro première main -2013 ,https://www.avito.ma/thumbs/55/5597139363.jpg,Rabat,25 Déc,Annonce de professionnel,260 000
 moisseneuse batteuse ,https://www.avito.ma/thumbs/54/5428106296.jpg,Rommani,24 Déc,Annonce de professionnel,260 000
 Audi Q3 Diesel dédouané -2016 ,https://www.avito.ma/thumbs/54/5479717463.jpg,Casablanca,24 Déc,Annonce de professionnel,260 000
 Hyundai tucson 1/6 crdi luxe bva -2017 ,https://www.avito.ma/thumbs/53/5343512497.jpg,Salé,23 Déc,Annonce de professionnel,260 000
 Peugeot 3008 HDI Active(exceptionnelle) -2019 ,https://www.avito.ma/thumbs/53/5348566086.jpg,Casablanca,23 Déc,Annonce de professionnel,260 000
 VW Tiguan RLine Panoramiqe automatique -2014 ,https://www.avito.ma/thumbs/73/7321463704.jpg,Casablanca,12 Jan,Annonce de professionnel,265 000
 Mercedes Glk 220 douane 2019 -2015 ,https://www.avito.ma/thumbs/72/7252622436.jpg,Tanger,11 Jan,Annonce de professionnel,265 000
 Golf 7 GTD 184Ch -2014 ,https://www.avito.ma/thumbs/70/7075249635.jpg,Kénitra,10 Jan,Annonce de professionnel,265 000
 Huyandai tucson -2017 ,https://www.avito.ma/thumbs/70/7008677836.jpg,Salé,9 Jan,Annonce de professionnel,265 000
 Bmw -2013 ,https://www.avito.ma/thumbs/70/7081349813.jpg,Casablanca,9 Jan,Annonce de professionnel,265 000
 Canter hd 6 goujons -2004 ,https://www.avito.ma/thumbs/69/6969162942.jpg,Casablanca,8 Jan,Annonce de professionnel,265 000
 Mercedes-Benz Sprinter -2019 ,https://www.avito.ma/thumbs/68/6862970082.jpg,El Jadida,7 Jan,Annonce de professionnel,265 000
 Range rover -2015 ,https://www.avito.ma/thumbs/67/6779324858.jpg,Casablanca,6 Jan,Annonce de professionnel,265 000
 Tucson -2019 ,https://www.avito.ma/thumbs/39/3980377353.jpg,Casablanca,18 Mar,Annonce de professionnel,265 000
 Audi A3 s line Diesel -2017 ,https://www.avito.ma/thumbs/69/6923499384.jpg,Fès,17 Mar,Annonce de professionnel,265 000
 Volkswagen Tiguan Diesel -2016 ,https://www.avito.ma/thumbs/37/3796418716.jpg,Kénitra,16 Mar,Annonce de professionnel,265 000
 Volkswagen -2017 ,https://www.avito.ma/thumbs/18/1802281791.jpg,El Jadida,15 Mar,Annonce de professionnel,265 000
 Golf7 gtd -2015 ,https://www.avito.ma/thumbs/20/2007156883.jpg,Fès,25 Mar,Annonce de professionnel,270 000
 VW SHARAN 2.0 pano Led BVA 140 ch 7 places -2014 ,https://www.avito.ma/thumbs/56/5644434163.jpg,Tanger,24 Mar,Annonce de professionnel,270 000
 Volkswagen Tiguan -2016 ,https://www.avito.ma/thumbs/44/4451215869.jpg,Tanger,23 Mar,Annonce de professionnel,270 000
 Audi A3 s-line -2015 ,https://www.avito.ma/thumbs/41/4159129832.jpg,Taza,20 Mar,Annonce de professionnel,270 000
 Golf7 gtd -2014 ,https://www.avito.ma/thumbs/20/2051375849.jpg,Fès,20 Mar,Annonce de professionnel,270 000
 Huyandai tucson en très bon état -2017 ,https://www.avito.ma/thumbs/25/2533031734.jpg,Salé,4 Mar,Annonce de professionnel,270 000
 Volvo XC60 Diesel -2016 ,https://www.avito.ma/thumbs/24/2421387221.jpg,Casablanca,3 Mar,Annonce de professionnel,270 000
 Mercedes-Benz Classe CLA Diesel -2015 ,https://www.avito.ma/thumbs/24/2416336758.jpg,Casablanca,3 Mar,Annonce de professionnel,270 000
 tiguan -2017 ,https://www.avito.ma/thumbs/98/9818644039.jpg,Casablanca,8 Fév,Annonce de professionnel,270 000
 audi q5 importe neuf -2014 ,https://www.avito.ma/thumbs/67/6741509246.jpg,Casablanca,6 Jan,Annonce de professionnel,270 000
 Volvo V40 Cross Country R-Design -2018 ,https://www.avito.ma/thumbs/31/3136363976.jpg,Casablanca,10 Mar,Annonce de professionnel,275 000
 Mise en vente d'un chargeur Caterpillar -2013 ,https://www.avito.ma/thumbs/64/6455988510.jpg,Casablanca,3 Jan,Annonce de professionnel,270 000
 Seat Ateca Xcellence -2018 ,https://www.avito.ma/thumbs/29/2916360175.jpg,Casablanca,8 Mar,Annonce de professionnel,275 000
 Volkswagen Golf 7 gtd -2015 ,https://www.avito.ma/thumbs/28/2866391712.jpg,Casablanca,7 Mar,Annonce de professionnel,275 000
 sprinter mercedes -2017 ,https://www.avito.ma/thumbs/27/2775523406.jpg,Fès,6 Mar,Annonce de professionnel,275 000
 BMW série 220 d pack sport -2016 ,https://www.avito.ma/thumbs/27/2773475588.jpg,Casablanca,6 Mar,Annonce de professionnel,275 000
 volkswagen tiguan confort-line -2016 ,https://www.avito.ma/thumbs/26/2602730857.jpg,El Jadida,5 Mar,Annonce de professionnel,275 000
 Mercedes CLA 220 pack Amg -2013 ,https://www.avito.ma/thumbs/25/2502549478.jpg,Fès,4 Mar,Annonce de professionnel,275 000
 Grand Cherokee -2018 ,https://www.avito.ma/thumbs/24/2458366677.jpg,Casablanca,3 Mar,Annonce de professionnel,275 000
 BMW X6 tout option avec toit ouvrant v6 -2011 ,https://www.avito.ma/thumbs/62/6252500329.jpg,Meknès,1 Jan,Annonce de professionnel,270 000
 mitsubtchi 2008 ,https://www.avito.ma/thumbs/61/6138337787.jpg,Casablanca,31 Déc,Annonce de professionnel,270 000
 Land Rover Range Rover Diesel -2011 ,https://www.avito.ma/thumbs/41/4108834258.jpg,Fès,10 Jan,Annonce de professionnel,275 000
 H-1 Diesel -2019 ,https://www.avito.ma/thumbs/04/0461765480.jpg,Mohammedia,Hier,Annonce de professionnel,280 000
 golf 7 -2019 ,https://www.avito.ma/thumbs/70/7022201109.jpg,Casablanca,9 Jan,Annonce de professionnel,275 000
 golf 7 Diesel -2016 ,https://www.avito.ma/thumbs/69/6992206656.jpg,Casablanca,8 Jan,Annonce de professionnel,275 000
 AUDI A3 S-LIGNE -2014 ,https://www.avito.ma/thumbs/63/6355463744.jpg,Rabat,2 Jan,Annonce de professionnel,275 000
 Hyundai Santa Fe -2017 ,https://www.avito.ma/thumbs/60/6063071588.jpg,Agadir,30 Déc,Annonce de professionnel,275 000
 camion hino 8.5T ,https://www.avito.ma/thumbs/59/5914793090.jpg,El Jadida,29 Déc,Annonce de professionnel,275 000
 BMW 520 -2015 ,https://www.avito.ma/thumbs/59/5979723349.jpg,Kénitra,29 Déc,Annonce de professionnel,275 000
 Land Rover Range Rover Diesel -2011 ,https://www.avito.ma/thumbs/41/4174220262.jpg,Fès,27 Déc,Annonce de professionnel,275 000
 bmw 218 diesel -2016 ,https://www.avito.ma/thumbs/57/5740119819.jpg,Marrakech,27 Déc,Annonce de professionnel,275 000
 Tiguan -2017 ,https://www.avito.ma/thumbs/55/5589530660.jpg,Tanger,25 Déc,Annonce de professionnel,275 000
 Land Rover Range Rover Evoque Diesel -2015 ,https://www.avito.ma/thumbs/49/4990348731.jpg,Casablanca,19 Déc,Annonce de professionnel,275 000
 Tiguan BVA -2018 ,https://www.avito.ma/thumbs/47/4783469554.jpg,Casablanca,26 Mar,Annonce de professionnel,280 000
 Audi A3 Diesel -2016 ,https://www.avito.ma/thumbs/56/5652596564.jpg,Fès,25 Mar,Annonce de professionnel,280 000
 Caerpellar jcb -2001 ,https://www.avito.ma/thumbs/45/4566900360.jpg,Fquih Ben Saleh,24 Mar,Annonce de professionnel,280 000
 Ford ranger -2017 ,https://www.avito.ma/thumbs/43/4399857369.jpg,Casablanca,22 Mar,Annonce de professionnel,280 000
 Skoda Superb L&k Édition Spéciale -2017 ,https://www.avito.ma/thumbs/34/3426719654.jpg,Marrakech,20 Mar,Annonce de professionnel,280 000
 Land Rover range rover sport autobiographie v6 -2013 ,https://www.avito.ma/thumbs/39/3962236682.jpg,Rabat,18 Mar,Annonce de professionnel,280 000
 Toyota -1998 ,https://www.avito.ma/thumbs/27/2717700745.jpg,Inzegan,6 Mar,Annonce de professionnel,280 000
 tguan avendre -2015 ,https://www.avito.ma/thumbs/00/0020599973.jpg,Marrakech,8 Fév,Annonce de professionnel,280 000
 Audi 3 -2015 ,https://www.avito.ma/thumbs/69/6902012681.jpg,Fquih Ben Saleh,8 Jan,Annonce de professionnel,280 000
 Mercedes -2014 ,https://www.avito.ma/thumbs/27/2762784860.jpg,Tanger,6 Mar,Annonce de professionnel,280 000
 Bmw 116d -2017 ,https://www.avito.ma/thumbs/27/2771674246.jpg,Casablanca,6 Mar,Annonce de professionnel,280 000
 tayota tercl -1997 ,https://www.avito.ma/thumbs/99/9913242895.jpg,Ain Bida,7 Fév,Annonce de professionnel,280 000
 audi a3 -2015 ,https://www.avito.ma/thumbs/69/6974239211.jpg,Béni Mellal,8 Jan,Annonce de professionnel,280 000
 Range Rover -2011 ,https://www.avito.ma/thumbs/03/0356376749.jpg,Temara,8 Jan,Annonce de professionnel,280 000
 Mercedes E classe -2015 ,https://www.avito.ma/thumbs/69/6987393352.jpg,Rabat,8 Jan,Annonce de professionnel,280 000
 Audi Q5 Sline -2013 ,https://www.avito.ma/thumbs/31/3121495106.jpg,Casablanca,20 Mar,Annonce de professionnel,283 000
 Volkswagen golf 7gtd -2016 ,https://www.avito.ma/thumbs/55/5598367453.jpg,Casablanca,21 Mar,Annonce de professionnel,290 000
 Volkswagen GOLF 7 R -2014 ,https://www.avito.ma/thumbs/26/2603760957.jpg,Rabat,5 Mar,Annonce de professionnel,283 000
 Volkswagen GOLF 7 R -2014 ,https://www.avito.ma/thumbs/10/1094408649.jpg,Tétouan,18 Fév,Annonce de professionnel,283 000
 Volkswagen GOLF 7 R 4motion -2014 ,https://www.avito.ma/thumbs/64/6488939328.jpg,Rabat,3 Jan,Annonce de professionnel,283 000
 Audi A4 Diesel -2018 ,https://www.avito.ma/thumbs/49/4918208290.jpg,Mohammedia,Aujourd'hui,Annonce de professionnel,285 000
 Land Rover Range Rover Evoque Diesel 1ère main -2017 ,https://www.avito.ma/thumbs/89/8990284442.jpg,Marrakech,Aujourd'hui,Annonce de professionnel,285 000
 GOLF 7 GTD ( Allemagne ) -2016 ,https://www.avito.ma/thumbs/26/2675620439.jpg,Rabat,Aujourd'hui,Annonce de professionnel,285 000
 range rover autobiography sport -2013 ,https://www.avito.ma/thumbs/22/2298751991.jpg,Marrakech,Hier,Annonce de professionnel,285 000
 Maserati Quattroporte -2012 ,https://www.avito.ma/thumbs/37/3769429912.jpg,Casablanca,19 Mar,Annonce de professionnel,290 000
 Range rover -2018 ,https://www.avito.ma/thumbs/39/3994581148.jpg,Mohammedia,18 Mar,Annonce de professionnel,290 000
 Volkswagen Tiguan -2016 ,https://www.avito.ma/thumbs/38/3843908380.jpg,Salé,17 Mar,Annonce de professionnel,290 000
 Toyota corolla -1999 ,https://www.avito.ma/thumbs/18/1892223160.jpg,El Jadida,26 Fév,Annonce de professionnel,290 000
 jeep grand cherokee overland -2016 ,https://www.avito.ma/thumbs/01/0142540276.jpg,Tanger,9 Fév,Annonce de professionnel,285 000
 Panamera bien entretenue -2010 ,https://www.avito.ma/thumbs/17/1758773382.jpg,Marrakech,25 Fév,Annonce de professionnel,290 000
 Audi a3 s-line -2014 ,https://www.avito.ma/thumbs/15/1538607695.jpg,Marrakech,23 Fév,Annonce de professionnel,290 000
 Golf 7 gtd DD 5/2019 FULL -2015 ,https://www.avito.ma/thumbs/01/0190963190.jpg,Oujda,9 Fév,Annonce de professionnel,285 000
 Isuzu NPR -2015 ,https://www.avito.ma/thumbs/00/0014154385.jpg,Fès,8 Fév,Annonce de professionnel,285 000
 Golf 7 -2016 ,https://www.avito.ma/thumbs/92/9278788147.jpg,Tanger,31 Jan,Annonce de professionnel,285 000
 tiguan R-line -2015 ,https://www.avito.ma/thumbs/95/9587143267.jpg,Rabat,31 Jan,Annonce de professionnel,285 000
 Volkswagen GOLF 7 R -2014 ,https://www.avito.ma/thumbs/91/9140709631.jpg,Tanger,30 Jan,Annonce de professionnel,285 000
 touareg presque neuf -2017 ,https://www.avito.ma/thumbs/90/9053464788.jpg,Casablanca,29 Jan,Annonce de professionnel,290 000
 jcb 2006 dwan 2017 ,https://www.avito.ma/thumbs/50/5002472650.jpg,Errachidia,20 Déc,Annonce de professionnel,290 000
 man tga 400 moteur tgs retardeut -2009 ,https://www.avito.ma/thumbs/85/8570460180.jpg,Mediouna,24 Jan,Annonce de professionnel,290 000
 Volkswagen GOLF 7 R -2014 ,https://www.avito.ma/thumbs/50/5049047759.jpg,Tanger,20 Déc,Annonce de professionnel,290 000
 Mercedes CLA amg -2013 ,https://www.avito.ma/thumbs/50/5086031322.jpg,Casablanca,20 Déc,Annonce de professionnel,290 000
 jcb khalid ,https://www.avito.ma/thumbs/40/4007133995.jpg,Arfoud,10 Déc,Annonce de professionnel,290 000
 Mercedes-Benz Classe E Diesel -2015 ,https://www.avito.ma/thumbs/49/4927549747.jpg,Marrakech,6 Juil,Annonce de professionnel,290 000
 Volkswagen Passat Diesel -2019 ,https://www.avito.ma/thumbs/23/2385965940.jpg,Casablanca,Aujourd'hui,Annonce de professionnel,292 000
 Cla 220 -2016 ,https://www.avito.ma/thumbs/01/0183321448.jpg,Rabat,10 Fév,Annonce de professionnel,295 000
 Mercedes Sprinter -2012 ,https://www.avito.ma/thumbs/37/3777785154.jpg,Rabat,16 Mar,Annonce de professionnel,300 000
 Canter mitsubishi -2016 ,https://www.avito.ma/thumbs/99/9969678706.jpg,Kénitra,7 Fév,Annonce de professionnel,295 000
 range rover sport HSE -2011 ,https://www.avito.ma/thumbs/97/9704710442.jpg,Agadir,5 Fév,Annonce de professionnel,295 000
 Mercedes classe c 200 avant garde -2015 ,https://www.avito.ma/thumbs/65/6506787060.jpg,Casablanca,4 Jan,Annonce de professionnel,295 000
 Mercedes-Benz Cla 220 nadia -2017 ,https://www.avito.ma/thumbs/15/1575520092.jpg,Marrakech,23 Fév,Annonce de professionnel,300 000
 Audi Q5 S line -2013 ,https://www.avito.ma/thumbs/12/1219820705.jpg,Agadir,20 Fév,Annonce de professionnel,300 000
 Polo -1998 ,https://www.avito.ma/thumbs/97/9786419225.jpg,Tétouan,5 Fév,Annonce de professionnel,300 000
 Range Rover Evoque -2016 ,https://www.avito.ma/thumbs/77/7731042624.jpg,Casablanca,16 Jan,Annonce de professionnel,300 000
 TAOUREG V6 -2016 ,https://www.avito.ma/thumbs/97/9770559424.jpg,Marrakech,5 Fév,Annonce de professionnel,300 000
 Volkswagen tiguan -2013 ,https://www.avito.ma/thumbs/75/7507203026.jpg,Tanger,14 Jan,Annonce de professionnel,300 000
 Mercedes-Benz 220 Diesel -2015 ,https://www.avito.ma/thumbs/58/5854368974.jpg,Casablanca,14 Jan,Annonce de professionnel,300 000
 AUDI Q5 S AUTOMATIQUE -2015 ,https://www.avito.ma/thumbs/74/7408805458.jpg,Casablanca,13 Jan,Annonce de professionnel,300 000
 Mercedes-Benz Classe CLA Diesel -2013 ,https://www.avito.ma/thumbs/74/7430431367.jpg,Casablanca,13 Jan,Annonce de professionnel,300 000
 Citroën C5 AIRCROSS -2019 ,https://www.avito.ma/thumbs/33/3392759454.jpg,Marrakech,12 Mar,Annonce de professionnel,302 500
 Q 3 Audi -2015 ,https://www.avito.ma/thumbs/16/1665405681.jpg,Marrakech,24 Fév,Annonce de professionnel,310 000
 Mercedes sprinter ,https://www.avito.ma/thumbs/55/5597862180.jpg,Fès,25 Déc,Annonce de professionnel,310 000
 VW TIGUAN Automatique en parfait état -2016 ,https://www.avito.ma/thumbs/25/2584963547.jpg,Rabat,Hier,Annonce de professionnel,305 000
 Tiguan R-line -2015 ,https://www.avito.ma/thumbs/35/3550839748.jpg,Sidi Kacem,14 Mar,Annonce de professionnel,305 000
 Mercedes-Benz Classe C BLUETEC AMG -2014 ,https://www.avito.ma/thumbs/33/3396927237.jpg,Rabat,12 Mar,Annonce de professionnel,305 000
 Volkswagen Tiguan R line -2015 ,https://www.avito.ma/thumbs/62/6267808455.jpg,Casablanca,9 Mar,Annonce de professionnel,305 000
 Sprinter 311 cdi -2014 ,https://www.avito.ma/thumbs/28/2825393977.jpg,Marrakech,7 Mar,Annonce de professionnel,305 000
 Mercedes-Benz 220 Diesel -2017 ,https://www.avito.ma/thumbs/19/1910142058.jpg,Rabat,27 Fév,Annonce de professionnel,305 000
 Land Rover Range Rover Evoque -2016 ,https://www.avito.ma/thumbs/15/1501172494.jpg,Agadir,23 Fév,Annonce de professionnel,310 000
 Range rover hmzaaa -2013 ,https://www.avito.ma/thumbs/53/5309121194.jpg,Casablanca,24 Déc,Annonce de professionnel,310 000
 Land Rover Range Rover Evoque Diesel -2015 ,https://www.avito.ma/thumbs/51/5152015281.jpg,Casablanca,22 Déc,Annonce de professionnel,310 000
 Porsche cayenne diesel full -2010 ,https://www.avito.ma/thumbs/46/4660667167.jpg,Kénitra,25 Mar,Annonce de professionnel,315 000
 Audi S3 Quattro Essence 310 cheveux -2015 ,https://www.avito.ma/thumbs/45/4524075477.jpg,Rabat,24 Mar,Annonce de professionnel,315 000
 C220 Avangarde -2016 ,https://www.avito.ma/thumbs/40/4030882044.jpg,Casablanca,19 Mar,Annonce de professionnel,315 000
 4x4 DISCOVERY SPORT 59.000Km -2017 ,https://www.avito.ma/thumbs/40/4061018890.jpg,Casablanca,19 Mar,Annonce de professionnel,315 000
 iveco -2011 ,https://www.avito.ma/thumbs/44/4424117772.jpg,Marrakech,23 Mar,Annonce de professionnel,320 000
 مرسيديس س 220 -2018 ,https://www.avito.ma/thumbs/16/1649429354.jpg,Tanger,24 Fév,Annonce de professionnel,320 000
 Audi Q5 -2013 ,https://www.avito.ma/thumbs/70/7001192892.jpg,Rabat,9 Jan,Annonce de professionnel,320 000
 Volkswagen -2016 ,https://www.avito.ma/thumbs/42/4240895315.jpg,Marrakech,21 Mar,Annonce de professionnel,320 000
 Mercedes classe C 220D pack AMG -2016 ,https://www.avito.ma/thumbs/40/4024904583.jpg,Tanger,19 Mar,Annonce de professionnel,320 000
 Tiguan -2017 ,https://www.avito.ma/thumbs/40/4089297633.jpg,Oujda,19 Mar,Annonce de professionnel,320 000
 Volkswagen Caravelle 2.0TDI Xenon Boite Auto 9Pl -2014 ,https://www.avito.ma/thumbs/15/1543856148.jpg,Fès,23 Fév,Annonce de professionnel,320 000
 BMW Serie 4 coupé pack sport Diesel -2014 ,https://www.avito.ma/thumbs/51/5131763901.jpg,Casablanca,5 Jan,Annonce de professionnel,320 000
 Mercedes e220 -2016 ,https://www.avito.ma/thumbs/64/6450509089.jpg,Tanger,3 Jan,Annonce de professionnel,320 000
 BMW 420d -2015 ,https://www.avito.ma/thumbs/61/6151784745.jpg,Casablanca,31 Déc,Annonce de professionnel,320 000
 Touareg -2017 ,https://www.avito.ma/thumbs/60/6075676077.jpg,Agadir,30 Déc,Annonce de professionnel,320 000
 Volkswagen Tiguan TDI DSG 4 MOTION HIGHLIN NAVI -2016 ,https://www.avito.ma/thumbs/07/0793410668.jpg,Casablanca,15 Fév,Annonce de professionnel,330 000
 Range Rover Evoque Diesel panoramique -2017 ,https://www.avito.ma/thumbs/62/6229353422.jpg,Mohammedia,Aujourd'hui,Annonce de professionnel,329 000
 audi -2015 ,https://www.avito.ma/thumbs/28/2873999373.jpg,Settat,7 Mar,Annonce de professionnel,340 000
 Tiguane -2017 ,https://www.avito.ma/thumbs/03/0307502349.jpg,Casablanca,13 Fév,Annonce de professionnel,330 000
 Jeep Wrangler Diesel -2018 ,https://www.avito.ma/thumbs/14/1401834565.jpg,Casablanca,24 Mar,Annonce de professionnel,329 000
 Volkswagen Tiguan R LINE -2018 ,https://www.avito.ma/thumbs/38/3870150524.jpg,El Jadida,8 Jan,Annonce de professionnel,329 000
 Quickilver 650 camping ,https://www.avito.ma/thumbs/42/4247029513.jpg,Tanger,21 Mar,Annonce de professionnel,330 000
 Audi A3 finition S-line -2019 ,https://www.avito.ma/thumbs/11/1134874202.jpg,Marrakech,20 Mar,Annonce de professionnel,330 000
 sprinter 313 -2014 ,https://www.avito.ma/thumbs/28/2888281567.jpg,Meknès,7 Mar,Annonce de professionnel,340 000
 TOYOTA PRADO tx -2017 ,https://www.avito.ma/thumbs/25/2559826655.jpg,Casablanca,6 Mar,Annonce de professionnel,340 000
 Volkswagen Tiguan Diesel -2016 ,https://www.avito.ma/thumbs/46/4624410589.jpg,Rabat,25 Mar,Annonce de professionnel,335 000
 BMW Serie 1 Pack M Diesel -2017 ,https://www.avito.ma/thumbs/09/0966016202.jpg,Rabat,16 Mar,Annonce de professionnel,335 000
 Bmw série 4 -2016 ,https://www.avito.ma/thumbs/34/3496712697.jpg,Tanger,13 Mar,Annonce de professionnel,335 000
 Mercedes Benz Classe CLS 350 pack AMG -2013 ,https://www.avito.ma/thumbs/24/2443348242.jpg,Tanger,3 Mar,Annonce de professionnel,335 000
 Volkswagen Touareg Diesel -2018 ,https://www.avito.ma/thumbs/91/9134511561.jpg,Casablanca,30 Jan,Annonce de professionnel,335 000
 audi -2017 ,https://www.avito.ma/thumbs/29/2957147508.jpg,Tétouan,24 Jan,Annonce de professionnel,335 000
 MERCEDES Class C Avantgarde Business Bluetec -2016 ,https://www.avito.ma/thumbs/83/8366079021.jpg,Tanger,22 Jan,Annonce de professionnel,335 000
